,Date,Time,WB,EB
240,2017-05-18 00:00:00,12:00:00,122,122
241,2017-05-18 00:00:00,12:15:00,112,122
242,2017-05-18 00:00:00,12:30:00,113,115
243,2017-05-18 00:00:00,12:45:00,143,132
244,2017-05-18 00:00:00,13:00:00,127,138
245,2017-05-18 00:00:00,13:15:00,93,132
246,2017-05-18 00:00:00,13:30:00,116,141
247,2017-05-18 00:00:00,13:45:00,114,169
248,2017-05-18 00:00:00,14:00:00,102,197
249,2017-05-18 00:00:00,14:15:00,134,218
250,2017-05-18 00:00:00,14:30:00,126,252
251,2017-05-18 00:00:00,14:45:00,158,266
252,2017-05-18 00:00:00,15:00:00,191,231
253,2017-05-18 00:00:00,15:15:00,184,219
254,2017-05-18 00:00:00,15:30:00,157,274
255,2017-05-18 00:00:00,15:45:00,134,220
256,2017-05-18 00:00:00,16:00:00,155,223
257,2017-05-18 00:00:00,16:15:00,115,243
258,2017-05-18 00:00:00,16:30:00,156,222
259,2017-05-18 00:00:00,16:45:00,154,211
260,2017-05-18 00:00:00,17:00:00,198,206
261,2017-05-18 00:00:00,17:15:00,223,224
262,2017-05-18 00:00:00,17:30:00,231,209
263,2017-05-18 00:00:00,17:45:00,198,214
264,2017-05-18 00:00:00,18:00:00,188,241
265,2017-05-18 00:00:00,18:15:00,193,174
266,2017-05-18 00:00:00,18:30:00,159,183
267,2017-05-18 00:00:00,18:45:00,152,156
268,2017-05-18 00:00:00,19:00:00,119,133
269,2017-05-18 00:00:00,19:15:00,110,121
270,2017-05-18 00:00:00,19:30:00,90,115
271,2017-05-18 00:00:00,19:45:00,74,111
272,2017-05-18 00:00:00,20:00:00,69,114
273,2017-05-18 00:00:00,20:15:00,60,90
274,2017-05-18 00:00:00,20:30:00,47,94
275,2017-05-18 00:00:00,20:45:00,52,80
276,2017-05-18 00:00:00,21:00:00,43,64
277,2017-05-18 00:00:00,21:15:00,55,45
278,2017-05-18 00:00:00,21:30:00,65,44
279,2017-05-18 00:00:00,21:45:00,26,42
280,2017-05-18 00:00:00,22:00:00,37,28
281,2017-05-18 00:00:00,22:15:00,24,73
282,2017-05-18 00:00:00,22:30:00,31,37
283,2017-05-18 00:00:00,22:45:00,14,38
284,2017-05-18 00:00:00,23:00:00,29,25
285,2017-05-18 00:00:00,23:15:00,17,24
286,2017-05-18 00:00:00,23:30:00,13,16
287,2017-05-18 00:00:00,23:45:00,11,34
