,Date,Time,WB,EB
166,2017-05-17 00:00:00,17:30:00,61,146
167,2017-05-17 00:00:00,17:45:00,52,158
168,2017-05-17 00:00:00,18:00:00,66,163
169,2017-05-17 00:00:00,18:15:00,75,134
170,2017-05-17 00:00:00,18:30:00,78,134
171,2017-05-17 00:00:00,18:45:00,52,127
172,2017-05-17 00:00:00,19:00:00,59,115
173,2017-05-17 00:00:00,19:15:00,67,98
174,2017-05-17 00:00:00,19:30:00,48,80
175,2017-05-17 00:00:00,19:45:00,37,77
176,2017-05-17 00:00:00,20:00:00,48,75
177,2017-05-17 00:00:00,20:15:00,28,70
178,2017-05-17 00:00:00,20:30:00,34,84
179,2017-05-17 00:00:00,20:45:00,28,65
180,2017-05-17 00:00:00,21:00:00,22,63
181,2017-05-17 00:00:00,21:15:00,25,51
182,2017-05-17 00:00:00,21:30:00,7,34
183,2017-05-17 00:00:00,21:45:00,10,43
184,2017-05-17 00:00:00,22:00:00,11,37
185,2017-05-17 00:00:00,22:15:00,7,20
186,2017-05-17 00:00:00,22:30:00,12,40
187,2017-05-17 00:00:00,22:45:00,5,20
188,2017-05-17 00:00:00,23:00:00,10,19
189,2017-05-17 00:00:00,23:15:00,7,9
190,2017-05-17 00:00:00,23:30:00,3,10
191,2017-05-17 00:00:00,23:45:00,3,14
192,2017-05-18 00:00:00,00:00:00,4,10
193,2017-05-18 00:00:00,00:15:00,1,6
194,2017-05-18 00:00:00,00:30:00,1,11
195,2017-05-18 00:00:00,00:45:00,0,2
196,2017-05-18 00:00:00,01:00:00,0,3
197,2017-05-18 00:00:00,01:15:00,1,5
198,2017-05-18 00:00:00,01:30:00,0,1
199,2017-05-18 00:00:00,01:45:00,1,2
200,2017-05-18 00:00:00,02:00:00,3,3
201,2017-05-18 00:00:00,02:15:00,0,2
202,2017-05-18 00:00:00,02:30:00,0,1
203,2017-05-18 00:00:00,02:45:00,2,1
204,2017-05-18 00:00:00,03:00:00,0,1
205,2017-05-18 00:00:00,03:15:00,0,0
206,2017-05-18 00:00:00,03:30:00,2,0
207,2017-05-18 00:00:00,03:45:00,0,0
208,2017-05-18 00:00:00,04:00:00,1,0
209,2017-05-18 00:00:00,04:15:00,4,0
210,2017-05-18 00:00:00,04:30:00,4,0
211,2017-05-18 00:00:00,04:45:00,6,2
212,2017-05-18 00:00:00,05:00:00,4,1
213,2017-05-18 00:00:00,05:15:00,15,0
214,2017-05-18 00:00:00,05:30:00,16,1
215,2017-05-18 00:00:00,05:45:00,23,6
216,2017-05-18 00:00:00,06:00:00,23,7
217,2017-05-18 00:00:00,06:15:00,46,3
218,2017-05-18 00:00:00,06:30:00,48,6
219,2017-05-18 00:00:00,06:45:00,75,15
220,2017-05-18 00:00:00,07:00:00,62,25
221,2017-05-18 00:00:00,07:15:00,124,23
222,2017-05-18 00:00:00,07:30:00,186,27
223,2017-05-18 00:00:00,07:45:00,103,71
224,2017-05-18 00:00:00,08:00:00,141,98
225,2017-05-18 00:00:00,08:15:00,158,60
226,2017-05-18 00:00:00,08:30:00,153,34
227,2017-05-18 00:00:00,08:45:00,152,24
228,2017-05-18 00:00:00,09:00:00,104,25
229,2017-05-18 00:00:00,09:15:00,101,32
230,2017-05-18 00:00:00,09:30:00,95,25
231,2017-05-18 00:00:00,09:45:00,86,29
232,2017-05-18 00:00:00,10:00:00,66,28
233,2017-05-18 00:00:00,10:15:00,65,37
234,2017-05-18 00:00:00,10:30:00,51,29
235,2017-05-18 00:00:00,10:45:00,53,35
236,2017-05-18 00:00:00,11:00:00,68,38
237,2017-05-18 00:00:00,11:15:00,48,45
238,2017-05-18 00:00:00,11:30:00,45,38
239,2017-05-18 00:00:00,11:45:00,55,42
240,2017-05-18 00:00:00,12:00:00,39,49
241,2017-05-18 00:00:00,12:15:00,47,66
242,2017-05-18 00:00:00,12:30:00,40,39
243,2017-05-18 00:00:00,12:45:00,51,46
244,2017-05-18 00:00:00,13:00:00,50,49
245,2017-05-18 00:00:00,13:15:00,52,49
246,2017-05-18 00:00:00,13:30:00,41,57
247,2017-05-18 00:00:00,13:45:00,53,56
248,2017-05-18 00:00:00,14:00:00,58,99
249,2017-05-18 00:00:00,14:15:00,72,135
250,2017-05-18 00:00:00,14:30:00,54,145
251,2017-05-18 00:00:00,14:45:00,32,46
252,2017-05-18 00:00:00,15:00:00,43,117
253,2017-05-18 00:00:00,15:15:00,53,168
254,2017-05-18 00:00:00,15:30:00,42,118
255,2017-05-18 00:00:00,15:45:00,57,128
256,2017-05-18 00:00:00,16:00:00,39,138
257,2017-05-18 00:00:00,16:15:00,58,156
258,2017-05-18 00:00:00,16:30:00,58,134
259,2017-05-18 00:00:00,16:45:00,44,132
260,2017-05-18 00:00:00,17:00:00,39,78
261,2017-05-18 00:00:00,17:15:00,36,63
262,2017-05-18 00:00:00,17:30:00,31,69
263,2017-05-18 00:00:00,17:45:00,74,136
264,2017-05-18 00:00:00,18:00:00,21,48
265,2017-05-18 00:00:00,18:15:00,36,58
266,2017-05-18 00:00:00,18:30:00,80,135
267,2017-05-18 00:00:00,18:45:00,61,144
268,2017-05-18 00:00:00,19:00:00,59,105
269,2017-05-18 00:00:00,19:15:00,60,93
270,2017-05-18 00:00:00,19:30:00,41,88
271,2017-05-18 00:00:00,19:45:00,42,89
272,2017-05-18 00:00:00,20:00:00,41,90
273,2017-05-18 00:00:00,20:15:00,31,62
274,2017-05-18 00:00:00,20:30:00,31,71
275,2017-05-18 00:00:00,20:45:00,22,75
276,2017-05-18 00:00:00,21:00:00,25,54
277,2017-05-18 00:00:00,21:15:00,22,38
278,2017-05-18 00:00:00,21:30:00,27,46
279,2017-05-18 00:00:00,21:45:00,9,47
280,2017-05-18 00:00:00,22:00:00,18,28
281,2017-05-18 00:00:00,22:15:00,5,22
282,2017-05-18 00:00:00,22:30:00,8,27
283,2017-05-18 00:00:00,22:45:00,8,19
284,2017-05-18 00:00:00,23:00:00,3,20
285,2017-05-18 00:00:00,23:15:00,4,15
286,2017-05-18 00:00:00,23:30:00,5,8
287,2017-05-18 00:00:00,23:45:00,3,5
