Day,Time,Count
 Wednesday -  May 8 -  2019 - Total=586,13:45,8.0
 Wednesday -  May 8 -  2019 - Total=586,14:0,7.0
 Wednesday -  May 8 -  2019 - Total=586,14:15,7.0
 Wednesday -  May 8 -  2019 - Total=586,14:30,4.0
 Wednesday -  May 8 -  2019 - Total=586,14:45,9.0
 Wednesday -  May 8 -  2019 - Total=586,15:0,10.0
 Wednesday -  May 8 -  2019 - Total=586,15:15,13.0
 Wednesday -  May 8 -  2019 - Total=586,15:30,3.0
 Wednesday -  May 8 -  2019 - Total=586,15:45,7.0
 Wednesday -  May 8 -  2019 - Total=586,16:0,2.0
 Wednesday -  May 8 -  2019 - Total=586,16:15,6.0
 Wednesday -  May 8 -  2019 - Total=586,16:30,8.0
 Wednesday -  May 8 -  2019 - Total=586,16:45,7.0
 Wednesday -  May 8 -  2019 - Total=586,17:0,11.0
 Wednesday -  May 8 -  2019 - Total=586,17:15,12.0
 Wednesday -  May 8 -  2019 - Total=586,17:30,7.0
 Wednesday -  May 8 -  2019 - Total=586,17:45,15.0
 Wednesday -  May 8 -  2019 - Total=586,18:0,14.0
 Wednesday -  May 8 -  2019 - Total=586,18:15,9.0
 Wednesday -  May 8 -  2019 - Total=586,18:30,6.0
 Wednesday -  May 8 -  2019 - Total=586,18:45,4.0
 Wednesday -  May 8 -  2019 - Total=586,19:0,12.0
 Wednesday -  May 8 -  2019 - Total=586,19:15,13.0
 Wednesday -  May 8 -  2019 - Total=586,19:30,17.0
 Wednesday -  May 8 -  2019 - Total=586,19:45,10.0
 Wednesday -  May 8 -  2019 - Total=586,20:0,10.0
 Wednesday -  May 8 -  2019 - Total=586,20:15,6.0
 Wednesday -  May 8 -  2019 - Total=586,20:30,5.0
 Wednesday -  May 8 -  2019 - Total=586,20:45,1.0
 Wednesday -  May 8 -  2019 - Total=586,21:0,4.0
 Wednesday -  May 8 -  2019 - Total=586,21:15,2.0
 Wednesday -  May 8 -  2019 - Total=586,21:30,4.0
 Wednesday -  May 8 -  2019 - Total=586,21:45,3.0
 Wednesday -  May 8 -  2019 - Total=586,22:0,2.0
 Wednesday -  May 8 -  2019 - Total=586,22:15,1.0
 Wednesday -  May 8 -  2019 - Total=586,22:30,4.0
 Wednesday -  May 8 -  2019 - Total=586,22:45,1.0
 Wednesday -  May 8 -  2019 - Total=586,23:0,2.0
 Wednesday -  May 8 -  2019 - Total=586,23:15,3.0
 Wednesday -  May 8 -  2019 - Total=586,23:30,2.0
 Wednesday -  May 8 -  2019 - Total=586,23:45,1.0
 Thursday -  May 9 -  2019 - Total=672,0:0,1.0
 Thursday -  May 9 -  2019 - Total=672,0:15,1.0
 Thursday -  May 9 -  2019 - Total=672,0:30,1.0
 Thursday -  May 9 -  2019 - Total=672,0:45,2.0
 Thursday -  May 9 -  2019 - Total=672,1:0,3.0
 Thursday -  May 9 -  2019 - Total=672,1:15,1.0
 Thursday -  May 9 -  2019 - Total=672,1:30,0.0
 Thursday -  May 9 -  2019 - Total=672,1:45,0.0
 Thursday -  May 9 -  2019 - Total=672,2:0,0.0
 Thursday -  May 9 -  2019 - Total=672,2:15,0.0
 Thursday -  May 9 -  2019 - Total=672,2:30,0.0
 Thursday -  May 9 -  2019 - Total=672,2:45,0.0
 Thursday -  May 9 -  2019 - Total=672,3:0,0.0
 Thursday -  May 9 -  2019 - Total=672,3:15,0.0
 Thursday -  May 9 -  2019 - Total=672,3:30,0.0
 Thursday -  May 9 -  2019 - Total=672,3:45,0.0
 Thursday -  May 9 -  2019 - Total=672,4:0,0.0
 Thursday -  May 9 -  2019 - Total=672,4:15,0.0
 Thursday -  May 9 -  2019 - Total=672,4:30,3.0
 Thursday -  May 9 -  2019 - Total=672,4:45,0.0
 Thursday -  May 9 -  2019 - Total=672,5:0,0.0
 Thursday -  May 9 -  2019 - Total=672,5:15,3.0
 Thursday -  May 9 -  2019 - Total=672,5:30,0.0
 Thursday -  May 9 -  2019 - Total=672,5:45,3.0
 Thursday -  May 9 -  2019 - Total=672,6:0,3.0
 Thursday -  May 9 -  2019 - Total=672,6:15,0.0
 Thursday -  May 9 -  2019 - Total=672,6:30,7.0
 Thursday -  May 9 -  2019 - Total=672,6:45,6.0
 Thursday -  May 9 -  2019 - Total=672,7:0,6.0
 Thursday -  May 9 -  2019 - Total=672,7:15,6.0
 Thursday -  May 9 -  2019 - Total=672,7:30,9.0
 Thursday -  May 9 -  2019 - Total=672,7:45,19.0
 Thursday -  May 9 -  2019 - Total=672,8:0,19.0
 Thursday -  May 9 -  2019 - Total=672,8:15,17.0
 Thursday -  May 9 -  2019 - Total=672,8:30,26.0
 Thursday -  May 9 -  2019 - Total=672,8:45,19.0
 Thursday -  May 9 -  2019 - Total=672,9:0,16.0
 Thursday -  May 9 -  2019 - Total=672,9:15,15.0
 Thursday -  May 9 -  2019 - Total=672,9:30,13.0
 Thursday -  May 9 -  2019 - Total=672,9:45,10.0
 Thursday -  May 9 -  2019 - Total=672,10:0,8.0
 Thursday -  May 9 -  2019 - Total=672,10:15,11.0
 Thursday -  May 9 -  2019 - Total=672,10:30,12.0
 Thursday -  May 9 -  2019 - Total=672,10:45,12.0
 Thursday -  May 9 -  2019 - Total=672,11:0,14.0
 Thursday -  May 9 -  2019 - Total=672,11:15,8.0
 Thursday -  May 9 -  2019 - Total=672,11:30,7.0
 Thursday -  May 9 -  2019 - Total=672,11:45,7.0
 Thursday -  May 9 -  2019 - Total=672,12:0,11.0
 Thursday -  May 9 -  2019 - Total=672,12:15,9.0
 Thursday -  May 9 -  2019 - Total=672,12:30,7.0
 Thursday -  May 9 -  2019 - Total=672,12:45,6.0
 Thursday -  May 9 -  2019 - Total=672,13:0,5.0
 Thursday -  May 9 -  2019 - Total=672,13:15,7.0
 Thursday -  May 9 -  2019 - Total=672,13:30,13.0
 Thursday -  May 9 -  2019 - Total=672,13:45,9.0
 Thursday -  May 9 -  2019 - Total=672,14:0,3.0
 Thursday -  May 9 -  2019 - Total=672,14:15,7.0
 Thursday -  May 9 -  2019 - Total=672,14:30,3.0
 Thursday -  May 9 -  2019 - Total=672,14:45,11.0
 Thursday -  May 9 -  2019 - Total=672,15:0,9.0
 Thursday -  May 9 -  2019 - Total=672,15:15,13.0
 Thursday -  May 9 -  2019 - Total=672,15:30,6.0
 Thursday -  May 9 -  2019 - Total=672,15:45,10.0
 Thursday -  May 9 -  2019 - Total=672,16:0,11.0
 Thursday -  May 9 -  2019 - Total=672,16:15,11.0
 Thursday -  May 9 -  2019 - Total=672,16:30,10.0
 Thursday -  May 9 -  2019 - Total=672,16:45,11.0
 Thursday -  May 9 -  2019 - Total=672,17:0,10.0
